"state","county","subdivision","tract"
"31","31109","3110993575","31109003720"
"31","31109","3110993575","31109010202"
"31","31109","3110993575","31109003402"
"31","31109","3110993575","31109003608"
"31","31109","3110993575","31109003604"
"31","31109","3110993575","31109010300"
"31","31109","3110993575","31109003500"
"31","31109","3110993575","31109010400"
"31","31109","3110990410","31109010300"
"31","31109","3110990410","31109010400"
"31","31109","3110990480","31109003604"
"31","31109","3110990480","31109010300"
"31","31109","3110990480","31109010400"
"31","31109","3110990685","31109003401"
"31","31109","3110990685","31109010202"
"31","31109","3110990685","31109003604"
"31","31109","3110990685","31109010300"
"31","31109","3110990860","31109003202"
"31","31109","3110990860","31109010202"
"31","31109","3110991405","31109010300"
"31","31109","3110991215","31109003720"
"31","31109","3110991215","31109003714"
"31","31109","3110991215","31109003719"
"31","31109","3110991215","31109010100"
"31","31109","3110991215","31109003604"
"31","31109","3110991215","31109010400"
"31","31109","3110991215","31109003715"
"31","31109","3110991215","31109003718"
"31","31109","3110992080","31109003719"
"31","31109","3110992080","31109010400"
"31","31129","3112993060","31129960000"
"31","31129","3112993142","31129960100"
"31","31129","3112991305","31129960000"
"31","31129","3112991305","31129960100"
"31","31129","3112990865","31129960000"
"31","31129","3112990155","31129960000"
"31","31129","3112990155","31129960100"
"31","31129","3112992070","31129960000"
"31","31129","3112993320","31129960000"
"46","46099","4609908260","46099010200"
"46","46099","4609918380","46099010402"
"46","46099","4609918380","46099010101"
"46","46099","4609918380","46099010404"
"46","46099","4609927580","46099010200"
"46","46099","4609927580","46099010300"
"46","46099","4609927580","46099010404"
"46","46099","4609927580","46099010406"
"46","46099","4609928900","46099010101"
"46","46099","4609930940","46099010200"
"46","46099","4609930940","46099010300"
"46","46099","4609938380","46099010102"
"46","46099","4609938380","46099010101"
"46","46099","4609959020","46099001200"
"46","46099","4609959020","46099001500"
"46","46099","4609959020","46099001600"
"46","46099","4609959020","46099001700"
"46","46099","4609959020","46099001801"
"46","46099","4609959020","46099001901"
"46","46099","4609959020","46099001902"
"46","46099","4609959020","46099000401"
"46","46099","4609959020","46099000100"
"46","46099","4609959020","46099000600"
"46","46099","4609959020","46099010402"
"46","46099","4609959020","46099000500"
"46","46099","4609959020","46099001101"
"46","46099","4609959020","46099000700"
"46","46099","4609959020","46099000900"
"46","46099","4609959020","46099000202"
"46","46099","4609959020","46099000408"
"46","46099","4609959020","46099001108"
"46","46099","4609959020","46099001002"
"46","46099","4609959020","46099000407"
"46","46099","4609959020","46099000406"
"46","46099","4609959020","46099000405"
"46","46099","4609959020","46099001105"
"46","46099","4609959020","46099001107"
"46","46099","4609959020","46099001804"
"46","46099","4609959020","46099001803"
"46","46099","4609959020","46099001001"
"46","46099","4609959020","46099010600"
"46","46099","4609959020","46099000300"
"46","46099","4609959020","46099001106"
"46","46099","4609959020","46099010401"
"46","46099","4609959020","46099000201"
"46","46099","4609959020","46099010405"
"46","46099","4609959020","46099010404"
"46","46099","4609959020","46099010406"
"46","46099","4609959020","46099010403"
"46","46099","4609962540","46099010200"
"46","46099","4609962540","46099010101"
"46","46099","4609962540","46099010404"
"46","46099","4609962980","46099010200"
"46","46099","4609968460","46099010300"
"46","46099","4609968460","46099010406"
"46","46099","4609927540","46099010300"
"46","46099","4609930900","46099010300"
"46","46099","4609953740","46099010402"
"46","46099","4609953740","46099010501"
"46","46099","4609953740","46099010502"
"46","46099","4609953740","46099010101"
"46","46099","4609958580","46099010101"
"46","46099","4609966260","46099010402"
"46","46099","4609966300","46099010402"
"46","46099","4609966300","46099010501"
"46","46099","4609966300","46099010502"
"46","46099","4609969620","46099010300"
"46","46099","4609969620","46099001105"
"46","46099","4609969620","46099001001"
"46","46099","4609969620","46099001106"
"46","46099","4609969620","46099010405"
"46","46099","4609969620","46099010406"
"46","46099","4609908660","46099010200"
"46","46099","4609908660","46099010102"
"46","46099","4609908660","46099010101"
"46","46099","4609904860","46099010200"
"46","46099","4609904860","46099010300"
"46","46099","4609904860","46099010101"
"46","46099","4609904860","46099010405"
"46","46099","4609904860","46099010404"
"46","46099","4609904860","46099010406"
"46","46099","4609906840","46099010402"
"46","46099","4609906840","46099010501"
"46","46099","4609906840","46099010502"
"46","46099","4609906840","46099010404"
"46","46099","4609906840","46099010403"
"46","46099","4609940660","46099000100"
"46","46099","4609940660","46099010200"
"46","46099","4609940660","46099010101"
"46","46099","4609940660","46099010405"
"46","46099","4609940660","46099010404"
"46","46099","4609940660","46099010403"
"46","46099","4609960300","46099010402"
"46","46099","4609960300","46099000408"
"46","46099","4609960300","46099010501"
"46","46099","4609960300","46099010502"
"46","46099","4609960300","46099000405"
"46","46099","4609960300","46099001803"
"46","46099","4609960300","46099010401"
"46","46099","4609960300","46099010403"
"46","46099","4609912660","46099010200"
"46","46099","4609912660","46099010300"
"46","46099","4609916020","46099010200"
"46","46099","4609916020","46099010102"
"46","46099","4609916020","46099010101"
"46","46099","4609925180","46099010200"
"46","46099","4609925180","46099010300"
"46","46099","4609925180","46099010404"
"46","46099","4609939780","46099010200"
"46","46099","4609939780","46099010300"
"46","46099","4609939780","46099010101"
"46","46099","4609939780","46099010404"
"46","46099","4609969940","46099010300"
"46","46099","4609948220","46099010402"
"46","46099","4609948220","46099010101"
"46","46099","4609903380","46099010101"
"46","46099","4609906820","46099010402"
"46","46099","4609906820","46099010501"
"46","46099","4609906820","46099010502"
"46","46099","4609906820","46099010101"
"46","46099","4609906820","46099010404"
"46","46099","4609906820","46099010403"
"46","46099","4609913380","46099010200"
"46","46099","4609914740","46099010404"
"46","46099","4609915980","46099010102"
"46","46099","4609923820","46099010101"
"48","48327","4832792515","48327950300"
"48","48327","4832792520","48327950300"
"06","06091","0609190830","06091010000"
"06","06091","0609193680","06091010000"
"21","21053","2105390032","21053970201"
"21","21053","2105390032","21053970202"
"21","21053","2105390032","21053970100"
"21","21053","2105390944","21053970201"
"21","21053","2105390944","21053970202"
"21","21053","2105390944","21053970100"
"39","39063","3906327048","39063000700"
"39","39063","3906327048","39063000800"
"39","39063","3906327048","39063000900"
"39","39063","3906327048","39063001000"
"39","39063","3906327048","39063001100"
"39","39063","3906327048","39063000200"
"39","39063","3906327048","39063001300"
"39","39063","3906327048","39063000500"
"39","39063","3906327048","39063000600"
"39","39063","3906327048","39063000300"
"39","39063","3906327048","39063000400"
"39","39063","3906343148","39063000900"
"39","39063","3906343148","39063001000"
"39","39063","3906343148","39063001100"
"39","39063","3906343148","39063001300"
"39","39063","3906343148","39063000300"
"39","39063","3906343148","39063000400"
"39","39063","3906358632","39063001300"
"39","39063","3906302400","39063001300"
"39","39063","3906302400","39063001200"
"39","39063","3906301308","39063000200"
"39","39063","3906301308","39063000500"
"39","39063","3906301308","39063000600"
"39","39063","3906301308","39063000300"
"39","39063","3906301308","39063000400"
"39","39063","3906306838","39063001300"
"39","39063","3906306838","39063000300"
"39","39063","3906312392","39063000200"
"39","39063","3906312392","39063000100"
"39","39063","3906312392","39063000600"
"39","39063","3906312392","39063000300"
"39","39063","3906321462","39063001200"
"39","39063","3906323086","39063001000"
"39","39063","3906323086","39063001100"
"39","39063","3906323086","39063001300"
"39","39063","3906323086","39063000300"
"39","39063","3906323086","39063001200"
"39","39063","3906337800","39063001100"
"39","39063","3906337800","39063000200"
"39","39063","3906337800","39063001300"
"39","39063","3906337800","39063001200"
"39","39063","3906346438","39063001300"
"39","39063","3906346438","39063001200"
"39","39063","3906363268","39063000300"
"39","39063","3906301644","39063000200"
"39","39063","3906301644","39063001200"
"39","39063","3906347698","39063000700"
"39","39063","3906347698","39063001100"
"39","39063","3906347698","39063000200"
"39","39063","3906347698","39063001300"
"39","39063","3906347698","39063000500"
"39","39063","3906347698","39063000600"
"39","39063","3906347698","39063001200"
"39","39063","3906364066","39063000300"
"39","39063","3906364066","39063000400"
"39","39063","3906378330","39063001300"
"39","39063","3906378330","39063000300"
"39","39063","3906379408","39063001300"
"39","39063","3906379408","39063001200"
"39","39063","3906381284","39063000200"
"39","39063","3906381284","39063000100"
"39","39063","3906306362","39063000200"
"39","39063","3906306362","39063001200"
"48","48189","4818990005","48189950900"
"48","48189","4818990005","48189950700"
"48","48189","4818990005","48189950800"
"48","48189","4818991675","48189950900"
"48","48189","4818991675","48189950700"
"48","48189","4818991675","48189950600"
"48","48189","4818991675","48189950800"
"48","48189","4818993020","48189950900"
"48","48189","4818993020","48189950700"
"48","48189","4818993020","48189950600"
"48","48189","4818993020","48189950800"
"48","48189","4818993060","48189950400"
"48","48189","4818993060","48189950300"
"48","48189","4818993060","48189950500"
"48","48189","4818993060","48189950700"
"48","48189","4818993060","48189950600"
"48","48189","4818993060","48189950100"
"48","48189","4818993060","48189950800"
"48","48189","4818993060","48189950200"
"01","01027","0102791899","01027958900"
"01","01027","0102791899","01027959100"
"01","01027","0102791899","01027959000"
"01","01027","0102792142","01027959200"
"01","01027","0102792142","01027959100"
"01","01027","0102792142","01027959000"
"01","01027","0102790126","01027958900"
"01","01027","0102790126","01027959200"
"01","01027","0102790126","01027959100"
"01","01027","0102790126","01027959000"
"48","48011","4801190740","48011950100"
"48","48011","4801190745","48011950100"
"39","39003","3900301756","39003013100"
"39","39003","3900301756","39003014000"
"39","39003","3900301756","39003011200"
"39","39003","3900301756","39003010800"
"39","39003","3900301756","39003010600"
"39","39003","3900301756","39003013900"
"39","39003","3900301756","39003011300"
"39","39003","3900301756","39003010900"
"39","39003","3900301756","39003010300"
"39","39003","3900301756","39003012200"
"39","39003","3900301756","39003013000"
"39","39003","3900301756","39003011000"
"39","39003","3900301756","39003012300"
"39","39003","3900337646","39003010200"
"39","39003","3900337646","39003011500"
"39","39003","3900337646","39003011600"
"39","39003","3900337646","39003011400"
"39","39003","3900337646","39003011300"
"39","39003","3900366614","39003010200"
"39","39003","3900366614","39003011400"
"39","39003","3900366614","39003011300"
"39","39003","3900366614","39003010100"
"39","39003","3900301602","39003012100"
"39","39003","3900301602","39003010800"
"39","39003","3900301602","39003010600"
"39","39003","3900301602","39003013900"
"39","39003","3900302988","39003011500"
"39","39003","3900302988","39003011600"
"39","39003","3900302988","39003011400"
"39","39003","3900302988","39003011300"
"39","39003","3900361742","39003013800"
"39","39003","3900361742","39003011500"
"39","39003","3900361742","39003011600"
"39","39003","3900361742","39003011900"
"39","39003","3900361742","39003011400"
"39","39003","3900361742","39003011800"
"39","39003","3900361742","39003013700"
"39","39003","3900361742","39003011300"
"39","39003","3900343554","39003012900"
"39","39003","3900343554","39003012600"
"39","39003","3900343554","39003013100"
"39","39003","3900343554","39003013200"
"39","39003","3900343554","39003013300"
"39","39003","3900343554","39003013600"
"39","39003","3900343554","39003013800"
"39","39003","3900343554","39003013400"
"39","39003","3900343554","39003011600"
"39","39003","3900343554","39003011900"
"39","39003","3900343554","39003011800"
"39","39003","3900343554","39003011200"
"39","39003","3900343554","39003014100"
"39","39003","3900343554","39003010800"
"39","39003","3900343554","39003013700"
"39","39003","3900343554","39003011300"
"39","39003","3900343554","39003010900"
"39","39003","3900343554","39003010300"
"39","39003","3900343554","39003012200"
"39","39003","3900343554","39003012400"
"39","39003","3900343554","39003013000"
"39","39003","3900343554","39003011000"
"39","39003","3900343554","39003012700"
"39","39003","3900343554","39003012300"
"39","39003","3900347656","39003014000"
"39","39003","3900347656","39003010800"
"39","39003","3900347656","39003010600"
"39","39003","3900347656","39003013900"
"39","39003","3900347656","39003010300"
"39","39003","3900371955","39003013100"
"39","39003","3900371955","39003013200"
"39","39003","3900371955","39003013300"
"39","39003","3900371955","39003013800"
"39","39003","3900371955","39003013400"
"39","39003","3900371955","39003011600"
"39","39003","3900371955","39003011900"
"39","39003","3900371955","39003012100"
"39","39003","3900371955","39003011800"
"39","39003","3900371955","39003012000"
"39","39003","3900371955","39003010800"
"39","39003","3900371955","39003010600"
"39","39003","3900371955","39003010900"
"39","39003","3900373982","39003010600"
"39","39003","3900373982","39003013900"
"39","39003","3900375199","39003014000"
"39","39003","3900375199","39003010200"
"39","39003","3900375199","39003010800"
"39","39003","3900375199","39003011300"
"39","39003","3900375199","39003010300"
"39","39003","3900375199","39003011000"
"39","39003","3900351282","39003010200"
"39","39003","3900351282","39003011400"
"39","39003","3900351282","39003011300"
"39","39003","3900351282","39003010300"
"39","39003","3900304206","39003012600"
"39","39003","3900304206","39003013600"
"39","39003","3900304206","39003010200"
"39","39003","3900304206","39003011500"
"39","39003","3900304206","39003011600"
"39","39003","3900304206","39003011400"
"39","39003","3900304206","39003011200"
"39","39003","3900304206","39003014100"
"39","39003","3900304206","39003011300"
"39","39003","3900304206","39003010300"
"39","39003","3900304206","39003012200"
"39","39003","3900304206","39003012400"
"39","39003","3900304206","39003011000"
"13","13189","1318990912","13189950200"
"13","13189","1318990912","13189950400"
"13","13189","1318990912","13189950500"
"13","13189","1318993018","13189950100"
"13","13189","1318993018","13189950200"
"13","13189","1318993018","13189950400"
"13","13189","1318993018","13189950500"
"13","13189","1318993018","13189950300"
"55","55111","5511185325","55111000401"
"55","55111","5511185325","55111000300"
"55","55111","5511185625","55111000600"
"55","55111","5511185625","55111000900"
"55","55111","5511185625","55111001100"
"55","55111","5511187775","55111001001"
"55","55111","5511187775","55111000900"
"55","55111","5511187775","55111000200"
"55","55111","5511188150","55111000100"
"55","55111","5511188150","55111000200"
"55","55111","5511104625","55111000401"
"55","55111","5511104625","55111000402"
"55","55111","5511104625","55111000300"
"55","55111","5511104625","55111000500"
"55","55111","5511104625","55111000100"
"55","55111","5511113300","55111000900"
"55","55111","5511124675","55111001001"
"55","55111","5511124675","55111001002"
"55","55111","5511124675","55111000300"
"55","55111","5511124675","55111000600"
"55","55111","5511124675","55111000100"
"55","55111","5511124675","55111000900"
"55","55111","5511124675","55111000200"
"55","55111","5511144225","55111000900"
"55","55111","5511158025","55111000200"
"55","55111","5511163125","55111001100"
"55","55111","5511165100","55111000600"
"55","55111","5511165100","55111000500"
"55","55111","5511165100","55111000700"
"55","55111","5511168975","55111000600"
"55","55111","5511168975","55111000200"
"55","55111","5511171650","55111000600"
"55","55111","5511171650","55111000700"
"55","55111","5511176025","55111000800"
"55","55111","5511142850","55111000900"
"55","55111","5511142850","55111000200"
"55","55111","5511119675","55111000300"
"55","55111","5511119675","55111000100"
"55","55111","5511119675","55111000200"
"55","55111","5511151350","55111000500"
"55","55111","5511137250","55111000900"
"55","55111","5511137250","55111001100"
"55","55111","5511166825","55111001001"
"55","55111","5511166825","55111001002"
"55","55111","5511166825","55111000600"
"55","55111","5511166825","55111000900"
"55","55111","5511166825","55111001100"
"55","55111","5511166825","55111000200"
"55","55111","5511165125","55111000600"
"55","55111","5511165125","55111000800"
"55","55111","5511165125","55111000500"
"55","55111","5511165125","55111000700"
"55","55111","5511166800","55111001001"
"55","55111","5511166800","55111001002"
"55","55111","5511166800","55111000900"
"55","55111","5511166800","55111000200"
"55","55111","5511104650","55111000401"
"55","55111","5511104650","55111000402"
"55","55111","5511104650","55111000300"
"55","55111","5511104650","55111000500"
"55","55111","5511104650","55111000100"
"55","55111","5511104650","55111000200"
"55","55111","5511188775","55111000900"
"55","55111","5511124900","55111000401"
"55","55111","5511124900","55111000402"
"55","55111","5511124900","55111000100"
"55","55111","5511145400","55111001100"
"55","55111","5511105600","55111000800"
"55","55111","5511105600","55111001100"
"55","55111","5511119550","55111000100"
"55","55111","5511119550","55111000200"
"55","55111","5511127350","55111000800"
"55","55111","5511127350","55111001100"
"55","55111","5511127675","55111000300"
"55","55111","5511127675","55111000600"
"55","55111","5511127675","55111000500"
"55","55111","5511127675","55111001100"
"55","55111","5511127675","55111000200"
"55","55111","5511131250","55111000401"
"55","55111","5511131250","55111000402"
"55","55111","5511131250","55111000300"
"55","55111","5511131250","55111000500"
"55","55111","5511131250","55111000100"
"55","55111","5511135625","55111000600"
"55","55111","5511135625","55111000500"
"55","55111","5511135625","55111001100"
"55","55111","5511137225","55111000900"
"55","55111","5511142825","55111000900"
"55","55111","5511151325","55111000500"
"55","55111","5511141300","55111000100"
"55","55111","5511176050","55111000800"
"55","55111","5511176050","55111001100"
"55","55111","5511178525","55111000600"
"55","55111","5511178525","55111000500"
"55","55111","5511180825","55111000600"
"55","55111","5511180825","55111000800"
"55","55111","5511180825","55111001100"
"55","55111","5511183700","55111000900"
"55","55111","5511183700","55111001100"
"05","05137","0513790519","05137950100"
"05","05137","0513790519","05137950202"
"05","05137","0513793930","05137950202"
"05","05137","0513793930","05137950201"
"05","05137","0513793177","05137950100"
"05","05137","0513793177","05137950202"
"05","05137","0513793207","05137950100"
"05","05137","0513793099","05137950201"
"05","05137","0513790366","05137950100"
"05","05137","0513790366","05137950202"
"05","05137","0513790366","05137950201"
"05","05137","0513791275","05137950100"
"05","05137","0513791296","05137950100"
"05","05137","0513791362","05137950201"
"05","05137","0513791614","05137950100"
"05","05137","0513791614","05137950202"
"05","05137","0513792001","05137950202"
"05","05137","0513792001","05137950201"
"05","05137","0513792187","05137950100"
"05","05137","0513792187","05137950202"
"05","05137","0513790053","05137950202"
"05","05137","0513790053","05137950201"
"05","05137","0513792244","05137950100"
"05","05137","0513792374","05137950201"
"05","05137","0513792724","05137950100"
"05","05137","0513792724","05137950202"
"05","05137","0513792764","05137950100"
"05","05137","0513792764","05137950202"
"05","05137","0513793090","05137950100"
"05","05137","0513793402","05137950100"
"05","05137","0513793402","05137950202"
"05","05137","0513793567","05137950100"
"05","05137","0513793567","05137950202"
"05","05137","0513793609","05137950100"
"05","05137","0513793609","05137950202"
"05","05137","0513793651","05137950100"
"05","05137","0513793726","05137950100"
"05","05137","0513793726","05137950202"
"05","05137","0513794092","05137950202"
"05","05137","0513794092","05137950201"
"41","41063","4106391394","41063960100"
"41","41063","4106391394","41063960200"
"41","41063","4106391394","41063960300"
"41","41063","4106393366","41063960200"
"41","41063","4106393366","41063960300"
"41","41063","4106391139","41063960100"
"41","41063","4106391139","41063960200"
"41","41063","4106391139","41063960300"
"41","41063","4106391071","41063960100"
"41","41063","4106391071","41063960200"
"41","41063","4106391071","41063960300"
"41","41063","4106391496","41063960100"
"41","41063","4106391496","41063960300"
"42","42007","4200715872","42007601800"
"42","42007","4200715872","42007603801"
"42","42007","4200715872","42007603202"
"42","42007","4200715872","42007604901"
"42","42007","4200715872","42007603400"
"42","42007","4200715872","42007603500"
"42","42007","4200715872","42007603600"
"42","42007","4200727312","42007605002"
"42","42007","4200747432","42007601800"
"42","42007","4200747432","42007605800"
"42","42007","4200747432","42007605100"
"42","42007","4200779856","42007605500"
"42","42007","4200779856","42007602701"
"42","42007","4200779856","42007602602"
"42","42007","4200779856","42007602601"
"42","42007","4200779856","42007602400"
"42","42007","4200779856","42007602500"
"42","42007","4200765400","42007605600"
"42","42007","4200765400","42007601800"
"42","42007","4200765400","42007601700"
"42","42007","4200765400","42007605400"
"42","42007","4200765400","42007601600"
"42","42007","4200765400","42007602100"
"42","42007","4200765400","42007603500"
"42","42007","4200732680","42007605700"
"42","42007","4200732680","42007603900"
"42","42007","4200732680","42007603803"
"42","42007","4200732680","42007603700"
"42","42007","4200732680","42007604000"
"42","42007","4200732680","42007604100"
"42","42007","4200732680","42007604200"
"42","42007","4200754072","42007605600"
"42","42007","4200754072","42007601800"
"42","42007","4200754072","42007601700"
"42","42007","4200754072","42007605800"
"42","42007","4200754072","42007605100"
"42","42007","4200754072","42007603801"
"42","42007","4200754072","42007603500"
"42","42007","4200754072","42007603600"
"42","42007","4200754072","42007603802"
"42","42007","4200704792","42007605200"
"42","42007","4200704792","42007601700"
"42","42007","4200704792","42007605300"
"42","42007","4200704792","42007605800"
"42","42007","4200704792","42007601200"
"42","42007","4200704792","42007601000"
"42","42007","4200704792","42007601100"
"42","42007","4200704792","42007601300"
"42","42007","4200704792","42007601400"
"42","42007","4200706240","42007605200"
"42","42007","4200706240","42007605300"
"42","42007","4200706240","42007605800"
"42","42007","4200706240","42007600602"
"42","42007","4200706240","42007600601"
"42","42007","4200706240","42007600700"
"42","42007","4200706240","42007601100"
"42","42007","4200721752","42007605600"
"42","42007","4200721752","42007602100"
"42","42007","4200721752","42007603400"
"42","42007","4200721752","42007603500"
"42","42007","4200729392","42007602900"
"42","42007","4200729392","42007602702"
"42","42007","4200755400","42007601800"
"42","42007","4200755400","42007601700"
"42","42007","4200755400","42007605300"
"42","42007","4200755400","42007605800"
"42","42007","4200755400","42007605100"
"42","42007","4200755400","42007601100"
"42","42007","4200763224","42007605500"
"42","42007","4200763224","42007602701"
"42","42007","4200763224","42007603202"
"42","42007","4200763224","42007602900"
"42","42007","4200763224","42007604901"
"42","42007","4200763224","42007603000"
"42","42007","4200763224","42007605001"
"42","42007","4200763224","42007605002"
"42","42007","4200771952","42007605300"
"42","42007","4200771952","42007600602"
"42","42007","4200771952","42007600601"
"42","42007","4200771952","42007600700"
"42","42007","4200771952","42007602601"
"42","42007","4200771952","42007602702"
"42","42007","4200718200","42007605300"
"42","42007","4200718200","42007600602"
"42","42007","4200718200","42007600601"
"42","42007","4200718200","42007600700"
"42","42007","4200772216","42007604800"
"42","42007","4200772216","42007604100"
"42","42007","4200703736","42007605700"
"42","42007","4200703736","42007603900"
"42","42007","4200703736","42007603801"
"42","42007","4200703736","42007604901"
"42","42007","4200703736","42007603803"
"42","42007","4200703736","42007603700"
"42","42007","4200700820","42007605700"
"42","42007","4200700820","42007603900"
"42","42007","4200700820","42007604901"
"42","42007","4200700820","42007604800"
"42","42007","4200700820","42007604902"
"42","42007","4200700820","42007603700"
"42","42007","4200700820","42007604100"
"42","42007","4200700820","42007604200"
"42","42007","4200700820","42007604500"
"42","42007","4200700820","42007604600"
"42","42007","4200700820","42007604700"
"42","42007","4200702288","42007605700"
"42","42007","4200702288","42007603900"
"42","42007","4200702288","42007604800"
"42","42007","4200702288","42007604000"
"42","42007","4200702288","42007604100"
"42","42007","4200702288","42007604200"
"42","42007","4200708632","42007605600"
"42","42007","4200708632","42007605400"
"42","42007","4200708632","42007602602"
"42","42007","4200708632","42007602100"
"42","42007","4200708632","42007602300"
"42","42007","4200708632","42007603400"
"42","42007","4200708680","42007605400"
"42","42007","4200708680","42007602701"
"42","42007","4200708680","42007601000"
"42","42007","4200708680","42007602602"
"42","42007","4200708680","42007600602"
